class	code	description
disease	S95.2	足背静脉损伤
disease	S95.7	在踝和足水平的多血管损伤
disease	S95.8	在踝和足水平的其他血管损伤
disease	S95.9	在踝和足水平未特指血管的损伤
disease	S96	在踝和足水平的肌肉和肌腱损伤
disease	S96.0	在踝和足水平趾长屈肌和肌腱损伤
disease	S96.1	在踝和足水平趾长伸肌和肌腱损伤
disease	S96.2	在踝和足水平的内在肌和肌腱损伤
disease	S96.7	在踝和足水平的多处肌肉和肌腱损伤
disease	S96.8	在踝和足水平的其他肌肉和肌腱损伤
disease	S96.9	在踝和足水平的未特指肌肉和肌腱的损伤
disease	S97	踝和足挤压伤
disease	S97.0	踝挤压伤
disease	S97.1	足趾挤压伤
disease	S97.8	踝和足其他部位的挤压伤
disease	S98	踝和足创伤性切断
disease	S98.0	足在踝水平的创伤性切断
disease	S98.1	一个足趾的创伤性切断
disease	S98.2	两个或更多足趾的创伤性切断
disease	S98.3	足其他部位的创伤性切断
disease	S98.4	足在未特指水平的创伤性切断
disease	S99	踝和足其他和未特指的损伤
disease	S99.7	踝和足多处损伤
disease	S99.8	踝和足其他特指的损伤
disease	S99.9	踝和足未特指的损伤
disease	T00	累及身体多个部位的浅表损伤
disease	T00.0	累及头部伴有颈部的浅表损伤
disease	T00.1	累及胸部伴有腹部、下背和骨盆的浅表损伤
disease	T00.2	累及上肢多个部位的浅表损伤
disease	T00.3	累及下肢多个部位的浅表损伤
disease	T00.6	累及上肢伴有下肢多个部位的浅表损伤
disease	T00.8	累及身体其他复合部位的浅表损伤
disease	T00.9	未特指的多处浅表损伤
disease	T01	累及身体多个部位的开放性伤口
disease	T01.0	累及头部伴有颈部的开放性伤口
disease	T01.1	累及胸部伴有腹部、下背和骨盆的开放性伤口
disease	T01.2	累及上肢多个部位的开放性伤口
disease	T01.3	累及下肢多个部位的开放性伤口
disease	T01.6	累及上肢伴有下肢多个部位的开放性伤口
disease	T01.8	累及其他复合身体部位的开放性伤口
disease	T01.9	未特指的多处开放性伤口
disease	T02	累及身体多个部位的骨折
disease	T02.0	累及头部伴有颈部的骨折
disease	T02.1	累及胸部伴有下背和骨盆的骨折
disease	T02.2	累及单上肢多个部位的骨折
disease	T02.3	累及单下肢多个部位的骨折
disease	T02.4	累及双上肢多个部位的骨折
disease	T02.5	累及双下肢多个部位的骨折
disease	T02.6	累及上肢伴有下肢多个部位的骨折
disease	T02.7	累及胸部伴有下背和骨盆及四肢的骨折
disease	T02.8	累及身体其他复合部位的骨折
disease	T02.9	未特指的多处骨折
disease	T03	累及身体多个部位的脱位、扭伤和劳损
disease	T03.0	累及头部伴有颈部的脱位、扭伤和劳损
disease	T03.1	累及胸部伴有下背和骨盆的脱位、扭伤和劳损
disease	T03.2	累及上肢多个部位的脱位、扭伤和劳损
disease	T03.3	累及下肢多个部位的脱位、扭伤和劳损
disease	T03.4	累及上肢伴有下肢多个部位的脱位、扭伤和劳损
disease	T03.8	累及身体其他复合部位的脱位、扭伤和劳损
disease	T03.9	多处脱位、扭伤和劳损，未特指
disease	T04	累及身体多个部位的挤压伤
disease	T04.0	累及头部伴有颈部的挤压伤
disease	T04.1	累及胸部伴有腹部、下背和骨盆的挤压伤
disease	T04.2	累及上肢多个部位的挤压伤
disease	T04.3	累及下肢多个部位的挤压伤
disease	T04.4	累及上肢伴有下肢多个部位的挤压伤
disease	T04.7	胸部伴有腹部、下背和骨盆及四肢的挤压伤
disease	T04.8	累及身体其他复合部位的挤压伤
disease	T04.9	未特指的多处挤压伤
disease	T05	累及身体多个部位的创伤性切断
disease	T05.0	双手创伤性切断
disease	T05.1	一只手和另一臂的创伤性切断[任何水平，除外手]
disease	T05.2	双臂创伤性切断[任何水平]
disease	T05.3	双足创伤性切断
disease	T05.4	一只足和另一小腿的创伤性切断[任何水平，除外足]
disease	T05.5	双小腿创伤性切断[任何水平]
disease	T05.6	上肢和下肢任何组合的创伤性切断[任何水平]
disease	T05.8	累及身体其他复合部位的创伤性切断
disease	T05.9	未特指的多处创伤性切断
disease	T06	累及身体多个部位的其他损伤，不可归类在他处者
disease	T06.0	颅脑神经损伤伴有在颈水平的神经和脊髓损伤
disease	T06.1	累及身体其他多个部位的神经和脊髓损伤
disease	T06.2	累及身体多个部位的神经损伤
disease	T06.3	累及身体多个部位的血管损伤
disease	T06.4	累及身体多个部位的肌肉和肌腱损伤
disease	T06.5	胸内器官伴有腹内和盆腔内器官的损伤
disease	T06.8	累及身体多个部位的其他特指损伤
disease	T07	未特指的多处损伤
disease	T08	脊柱骨折，水平未特指
disease	T09	脊柱和躯干的其他损伤，水平未特指
disease	T09.0	躯干浅表损伤，水平未特指
disease	T09.1	躯干开放性伤口，水平未特指
disease	T09.2	躯干未特指关节和韧带脱位、扭伤和劳损
disease	T09.3	脊髓损伤，水平未特指
disease	T09.4	躯干未特指神经、脊神经根和神经丛的损伤
disease	T09.5	躯干未特指肌肉和肌腱的损伤
disease	T09.6	躯干创伤性切断，水平未特指
disease	T09.8	躯干其他特指的损伤，水平未特指
disease	T09.9	躯干未特指的损伤，水平未特指
disease	T10	上肢骨折，水平未特指
disease	T11	上肢的其他损伤，水平未特指
disease	T11.0	上肢浅表损伤，水平未特指
disease	T11.1	上肢开放性伤口，水平未特指
disease	T11.2	上肢未特指关节和韧带脱位、扭伤和劳损，水平未特指
disease	T11.3	上肢未特指神经的损伤，水平未特指
disease	T11.4	上肢未特指血管的损伤，水平未特指
disease	T11.5	上肢未特指肌肉和肌腱的损伤，水平未特指
disease	T11.6	上肢创伤性切断，水平未特指
disease	T11.8	上肢其他特指的损伤，水平未特指
disease	T11.9	上肢未特指的损伤，水平未特指
disease	T12	下肢骨折，水平未特指
disease	T13	下肢的其他损伤，水平未特指
disease	T13.0	下肢浅表损伤，水平未特指
disease	T13.1	下肢开放性伤口，水平未特指
disease	T13.2	下肢未特指关节和韧带脱位、扭伤和劳损，水平未特指
disease	T13.3	下肢未特指神经的损伤，水平未特指
disease	T13.4	下肢未特指血管的损伤，水平未特指
disease	T13.5	下肢未特指肌肉和肌腱的损伤，水平未特指
disease	T13.6	下肢创伤性切断，水平未特指
disease	T13.8	下肢其他特指的损伤，水平未特指
disease	T13.9	下肢未特指的损伤，水平未特指
disease	T14	身体未特指部位的损伤
disease	T14.0	身体未特指部位的浅表损伤
disease	T14.1	身体未特指部位的开放性伤口
disease	T14.2	身体未特指部位的骨折
disease	T14.3	身体未特指部位的脱位、扭伤和劳损
disease	T14.4	身体未特指部位的神经损伤
disease	T14.5	身体未特指部位的血管损伤
disease	T14.6	身体未特指部位的肌肉和肌腱损伤
disease	T14.7	身体未特指部位的挤压伤和创伤性切断
disease	T14.8	身体未特指部位的其他损伤
disease	T14.9	未特指的损伤
disease	T15	外眼异物
disease	T15.0	角膜异物
disease	T15.1	结合膜囊异物
disease	T15.8	外眼其他和多处部位内异物
disease	T15.9	外眼部位未特指的异物
disease	T16	耳内异物
disease	T17	呼吸道内异物
disease	T17.0	鼻窦内异物
disease	T17.1	鼻孔内异物
disease	T17.2	咽内异物
disease	T17.3	喉内异物
disease	T17.4	气管内异物
disease	T17.5	支气管内异物
disease	T17.8	呼吸道其他和多处部位内异物
disease	T17.9	呼吸道未特指部位内异物
disease	T18	消化道内异物
disease	T18.0	口内异物
disease	T18.1	食管内异物
disease	T18.2	胃内异物
disease	T18.3	小肠内异物
disease	T18.4	结肠内异物
disease	T18.5	肛门和直肠内异物
disease	T18.8	消化道其他和多处部位内异物
disease	T18.9	消化道未特指部位内异物
disease	T19	泌尿生殖道内异物
disease	T19.0	尿道内异物
disease	T19.1	膀胱内异物
disease	T19.2	外阴和阴道内异物
disease	T19.3	子宫内异物[任何部分]
disease	T19.8	泌尿生殖道其他和多处部位内异物
disease	T19.9	泌尿生殖道未特指部位内异物
disease	T20	头和颈烧伤和腐蚀伤
disease	T20.0	头和颈未特指程度的烧伤
disease	T20.1	头和颈一度烧伤
disease	T20.2	头和颈二度烧伤
disease	T20.3	头和颈三度烧伤
disease	T20.4	头和颈未特指程度的腐蚀伤
disease	T20.5	头和颈一度腐蚀伤
disease	T20.6	头和颈二度腐蚀伤
disease	T20.7	头和颈三度腐蚀伤
disease	T21	躯干烧伤和腐蚀伤
disease	T21.0	躯干未特指程度的烧伤
disease	T21.1	躯干一度烧伤
disease	T21.2	躯干二度烧伤
disease	T21.3	躯干三度烧伤
disease	T21.4	躯干未特指程度的腐蚀伤
disease	T21.5	躯干一度腐蚀伤
disease	T21.6	躯干二度腐蚀伤
disease	T21.7	躯干三度腐蚀伤
disease	T22	肩和上肢烧伤和腐蚀伤，除外腕和手
disease	T22.0	肩和上肢未特指程度的烧伤，除外腕和手
disease	T22.1	肩和上肢一度烧伤，除外腕和手
disease	T22.2	肩和上肢二度烧伤，除外腕和手
disease	T22.3	肩和上肢三度烧伤，除外腕和手
disease	T22.4	肩和上肢未特指程度的腐蚀伤，除外腕和手
disease	T22.5	肩和上肢一度腐蚀伤，除外腕和手
disease	T22.6	肩和上肢二度腐蚀伤，除外腕和手
disease	T22.7	肩和上肢三度腐蚀伤，除外腕和手
disease	T23	腕和手烧伤和腐蚀伤
disease	T23.0	腕和手未特指程度的烧伤
disease	T23.1	腕和手一度烧伤
disease	T23.2	腕和手二度烧伤
disease	T23.3	腕和手三度烧伤
disease	T23.4	腕和手未特指程度的腐蚀伤
disease	T23.5	腕和手一度腐蚀伤
disease	T23.6	腕和手二度腐蚀伤
disease	T23.7	腕和手三度腐蚀伤
disease	T24	髋和下肢烧伤和腐蚀伤，除外踝和足
disease	T24.0	髋和下肢未特指程度的烧伤，除外踝和足
disease	T24.1	髋和下肢一度烧伤，除外踝和足
disease	T24.2	髋和下肢二度烧伤，除外踝和足
disease	T24.3	髋和下肢三度烧伤，除外踝和足
disease	T24.4	髋和下肢未特指程度的腐蚀伤，除外踝和足
disease	T24.5	髋和下肢一度腐蚀伤，除外踝和足
disease	T24.6	髋和下肢二度腐蚀伤，除外踝和足
disease	T24.7	髋和下肢三度腐蚀伤，除外踝和足
disease	T25	踝和足烧伤和腐蚀伤
disease	T25.0	踝和足未特指程度的烧伤
disease	T25.1	踝和足一度烧伤
disease	T25.2	踝和足二度烧伤
disease	T25.3	踝和足三度烧伤
disease	T25.4	踝和足未特指程度的腐蚀伤
disease	T25.5	踝和足一度腐蚀伤
disease	T25.6	踝和足二度腐蚀伤
disease	T25.7	踝和足三度腐蚀伤
disease	T26	限于眼和附器的烧伤和腐蚀伤
disease	T26.0	眼睑和眼周区烧伤
disease	T26.1	角膜和结合膜囊烧伤
disease	T26.2	烧伤伴有导致眼球破裂和破坏
disease	T26.3	眼和附器其他部位烧伤
disease	T26.4	眼和附器部位未特指的烧伤
disease	T26.5	睑和眼周区腐蚀伤
disease	T26.6	角膜和结合膜囊腐蚀伤
disease	T26.7	腐蚀伤伴有导致眼球破裂和破坏
disease	T26.8	眼和附器其他部位腐蚀伤
disease	T26.9	眼和附器部位未特指的腐蚀伤
disease	T27	呼吸道烧伤和腐蚀伤
disease	T27.0	喉和气管烧伤
disease	T27.1	累及喉和气管及肺的烧伤
disease	T27.2	呼吸道其他部位的烧伤
disease	T27.3	呼吸道部位未特指的烧伤
disease	T27.4	喉和气管腐蚀伤
disease	T27.5	累及喉和气管及肺的腐蚀伤
disease	T27.6	呼吸道其他部位的腐蚀伤
disease	T27.7	呼吸道部位未特指的腐蚀伤
disease	T28	其他内部器官的烧伤和腐蚀伤
disease	T28.0	口和咽烧伤
disease	T28.1	食管烧伤
disease	T28.2	消化道其他部位的烧伤
disease	T28.3	泌尿生殖器官内部烧伤
disease	T28.4	其他和未特指内部器官的烧伤
disease	T28.5	口和咽腐蚀伤
disease	T28.6	食管腐蚀伤
disease	T28.7	消化道其他部位的腐蚀伤
disease	T28.8	泌尿生殖器官内部腐蚀伤
disease	T28.9	其他和未特指内部器官的腐蚀伤
disease	T29	身体多个部位的烧伤和腐蚀伤
disease	T29.0	多个部位烧伤，程度未特指
disease	T29.1	多个部位烧伤，述及的烧伤不超过一度
disease	T29.2	多个部位烧伤，述及的烧伤不超过二度
disease	T29.3	多个部位烧伤，述及的烧伤至少有一处三度烧伤
disease	T29.4	多个部位腐蚀伤，程度未特指
disease	T29.5	多个部位腐蚀伤，述及的腐蚀伤不超过一度
disease	T29.6	多个部位腐蚀伤，述及的腐蚀伤不超过二度
disease	T29.7	多个部位腐蚀伤，述及的腐蚀伤至少有一处三度腐蚀伤
disease	T30	烧伤和腐蚀伤，身体部位未特指
disease	T30.0	身体未特指部位的烧伤，程度未特指
disease	T30.1	一度烧伤，身体部位未特指
disease	T30.2	二度烧伤，身体部位未特指
disease	T30.3	三度烧伤，身体部位未特指
disease	T30.4	身体未特指部位的腐蚀伤，程度未特指
disease	T30.5	一度腐蚀伤，身体部位未特指
disease	T30.6	二度腐蚀伤，身体部位未特指
disease	T30.7	三度腐蚀伤，身体部位未特指
disease	T31	根据体表累及范围分类的烧伤
disease	T31.0	累及体表10%以下的烧伤
disease	T31.1	累及体表10-19%的烧伤
disease	T31.2	累及体表20-29%的烧伤
disease	T31.3	累及体表30-39%的烧伤
disease	T31.4	累及体表40-49%的烧伤
disease	T31.5	累及体表50-59%的烧伤
disease	T31.6	累及体表60-69%的烧伤
disease	T31.7	累及体表70-79%的烧伤
disease	T31.8	累及体表80-89%的烧伤
disease	T31.9	累及体表90%及以上的烧伤
disease	T32	根据体表累及范围分类的腐蚀伤
disease	T32.0	累及体表10%以下的腐蚀伤
disease	T32.1	累及体表10-19%的腐蚀伤
disease	T32.2	累及体表20-29%的腐蚀伤
disease	T32.3	累及体表30-39%的腐蚀伤
disease	T32.4	累及体表40-49%的腐蚀伤
disease	T32.5	累及体表50-59%的腐蚀伤
disease	T32.6	累及体表60-69%的腐蚀伤
disease	T32.7	累及体表70-79%的腐蚀伤
disease	T32.8	累及体表80-89%的腐蚀伤
disease	T32.9	累及体表90%及以上的腐蚀伤
disease	T33	浅表冻伤
disease	T33.0	头部浅表冻伤
disease	T33.1	颈部浅表冻伤
disease	T33.2	胸部浅表冻伤
disease	T33.3	腹壁、下背和骨盆浅表冻伤
disease	T33.4	臂浅表冻伤
disease	T33.5	腕和手浅表冻伤
disease	T33.6	髋和大腿浅表冻伤
disease	T33.7	膝和小腿浅表冻伤
disease	T33.8	踝和足浅表冻伤
disease	T33.9	其他和未特指部位的浅表冻伤
disease	T34	冻伤伴有组织坏死
disease	T34.0	头部冻伤伴有组织坏死
disease	T34.1	颈部冻伤伴有组织坏死
disease	T34.2	胸部冻伤伴有组织坏死
disease	T34.3	腹壁、下背和骨盆冻伤伴有组织坏死
disease	T34.4	臂冻伤伴有组织坏死
disease	T34.5	腕和手冻伤伴有组织坏死
disease	T34.6	髋和大腿冻伤伴有组织坏死
disease	T34.7	膝和小腿冻伤伴有组织坏死
disease	T34.8	踝和足冻伤伴有组织坏死
disease	T34.9	其他和未特指部位的冻伤伴有组织坏死
disease	T35	累及身体多个部位的冻伤和未特指的冻伤
disease	T35.0	累及身体多个部位的浅表冻伤
disease	T35.1	累及身体多个部位的冻伤伴有组织坏死
